,Month,Year,Day,Predicted
1698,2.0,2001.0,16,0.9555453
1699,2.0,2001.0,19,0.95482534
1700,2.0,2001.0,20,0.9526539
1701,2.0,2001.0,21,0.9521194
1702,2.0,2001.0,22,0.9516889
1703,2.0,2001.0,23,0.9520157
1704,2.0,2001.0,26,0.9523814
1705,2.0,2001.0,27,0.9526739
1706,2.0,2001.0,28,0.9529597
1707,3.0,2001.0,1,0.9532457
1708,3.0,2001.0,2,0.95348847
1709,3.0,2001.0,5,0.9532195
1710,3.0,2001.0,6,0.95219374
1711,3.0,2001.0,7,0.9518623
1712,3.0,2001.0,8,0.95134413
1713,3.0,2001.0,9,0.95085216
1714,3.0,2001.0,12,0.95028585
1715,3.0,2001.0,13,0.95000607
1716,3.0,2001.0,14,0.94917554
1717,3.0,2001.0,15,0.9487464
1718,3.0,2001.0,16,0.9482475
1719,3.0,2001.0,19,0.9477088
1720,3.0,2001.0,20,0.94746387
1721,3.0,2001.0,21,0.9472208
1722,3.0,2001.0,22,0.94686174
1723,3.0,2001.0,23,0.94634247
1724,3.0,2001.0,26,0.9461716
1725,3.0,2001.0,27,0.9461692
1726,3.0,2001.0,28,0.9453057
1727,3.0,2001.0,29,0.9424416
1728,3.0,2001.0,30,0.9419166
1729,4.0,2001.0,2,0.94121534
1730,4.0,2001.0,3,0.93929565
1731,4.0,2001.0,4,0.93903065
1732,4.0,2001.0,5,0.93861973
1733,4.0,2001.0,6,0.9390771
1734,4.0,2001.0,9,0.9395407
1735,4.0,2001.0,10,0.94025254
1736,4.0,2001.0,11,0.94069874
1737,4.0,2001.0,12,0.9410048
1738,4.0,2001.0,13,0.94127977
1739,4.0,2001.0,16,0.9413494
1740,4.0,2001.0,17,0.94005936
1741,4.0,2001.0,18,0.93941104
1742,4.0,2001.0,19,0.9384717
1743,4.0,2001.0,20,0.93788713
1744,4.0,2001.0,23,0.93691653
1745,4.0,2001.0,24,0.9362873
1746,4.0,2001.0,25,0.93554455
1747,4.0,2001.0,26,0.93544567
1748,4.0,2001.0,27,0.9352537
1749,4.0,2001.0,30,0.9347493
1750,5.0,2001.0,1,0.93446463
1751,5.0,2001.0,2,0.9342893
1752,5.0,2001.0,3,0.93398136
1753,5.0,2001.0,4,0.9333412
1754,5.0,2001.0,7,0.9333031
1755,5.0,2001.0,8,0.93358386
1756,5.0,2001.0,9,0.9323165
1757,5.0,2001.0,10,0.9295261
1758,5.0,2001.0,11,0.9288925
1759,5.0,2001.0,14,0.9280441
1760,5.0,2001.0,15,0.9256236
1761,5.0,2001.0,16,0.9251771
1762,5.0,2001.0,17,0.92478544
1763,5.0,2001.0,18,0.9248981
1764,5.0,2001.0,21,0.92505574
1765,5.0,2001.0,22,0.92553294
1766,5.0,2001.0,23,0.9258383
1767,5.0,2001.0,24,0.92606
1768,5.0,2001.0,25,0.9262955
1769,5.0,2001.0,28,0.9259925
1770,5.0,2001.0,29,0.9254275
1771,5.0,2001.0,30,0.92551184
1772,5.0,2001.0,31,0.92532533
1773,6.0,2001.0,1,0.9250615
1774,6.0,2001.0,4,0.92465734
1775,6.0,2001.0,5,0.9246674
1776,6.0,2001.0,6,0.92421085
1777,6.0,2001.0,7,0.9242133
1778,6.0,2001.0,8,0.9240804
1779,6.0,2001.0,11,0.9239246
1780,6.0,2001.0,12,0.9240742
1781,6.0,2001.0,13,0.9242792
1782,6.0,2001.0,14,0.92438316
1783,6.0,2001.0,15,0.9243114
1784,6.0,2001.0,18,0.9244791
1785,6.0,2001.0,19,0.9249142
1786,6.0,2001.0,20,0.9243232
1787,6.0,2001.0,21,0.9219048
1788,6.0,2001.0,22,0.9217767
1789,6.0,2001.0,25,0.9214837
1790,6.0,2001.0,26,0.9198829
1791,6.0,2001.0,27,0.91988945
1792,6.0,2001.0,28,0.92005116
1793,6.0,2001.0,29,0.9209154
1794,7.0,2001.0,2,0.921515
1795,7.0,2001.0,3,0.9225241
1796,7.0,2001.0,4,0.9233407
1797,7.0,2001.0,5,0.9237623
1798,7.0,2001.0,6,0.924157
1799,7.0,2001.0,9,0.9243773
1800,7.0,2001.0,10,0.92503476
1801,7.0,2001.0,11,0.9261179
1802,7.0,2001.0,12,0.9265693
1803,7.0,2001.0,13,0.92738104
1804,7.0,2001.0,16,0.92768365
1805,7.0,2001.0,17,0.9282423
1806,7.0,2001.0,18,0.9286537
1807,7.0,2001.0,19,0.92940646
1808,7.0,2001.0,20,0.9298614
1809,7.0,2001.0,23,0.9302149
1810,7.0,2001.0,24,0.9307326
1811,7.0,2001.0,25,0.93126506
1812,7.0,2001.0,26,0.93165207
1813,7.0,2001.0,27,0.93175536
1814,7.0,2001.0,30,0.93237716
1815,7.0,2001.0,31,0.9332142
1816,8.0,2001.0,1,0.9330783
1817,8.0,2001.0,2,0.931221
1818,8.0,2001.0,3,0.9312806
1819,8.0,2001.0,6,0.93115896
1820,8.0,2001.0,7,0.93014526
1821,8.0,2001.0,8,0.93056506
1822,8.0,2001.0,9,0.93104446
1823,8.0,2001.0,10,0.93208814
1824,8.0,2001.0,13,0.9330911
1825,8.0,2001.0,14,0.93442464
1826,8.0,2001.0,15,0.93539506
1827,8.0,2001.0,16,0.9361929
1828,8.0,2001.0,17,0.93698364
1829,8.0,2001.0,20,0.93760115
1830,8.0,2001.0,21,0.93676573
1831,8.0,2001.0,22,0.9366122
1832,8.0,2001.0,23,0.93603575
1833,8.0,2001.0,24,0.93563586
1834,8.0,2001.0,27,0.9348244
1835,8.0,2001.0,28,0.93439764
1836,8.0,2001.0,29,0.93362856
1837,8.0,2001.0,30,0.9332076
1838,8.0,2001.0,31,0.9327318
1839,9.0,2001.0,3,0.93232673
1840,9.0,2001.0,4,0.9321511
1841,9.0,2001.0,5,0.93219113
1842,9.0,2001.0,6,0.93229955
1843,9.0,2001.0,7,0.9318856
1844,9.0,2001.0,10,0.93212974
1845,9.0,2001.0,11,0.93246067
1846,9.0,2001.0,12,0.93221855
1847,9.0,2001.0,13,0.9299245
1848,9.0,2001.0,14,0.9298679
1849,9.0,2001.0,17,0.92951554
1850,9.0,2001.0,18,0.9282132
1851,9.0,2001.0,19,0.9284212
1852,9.0,2001.0,20,0.9287024
1853,9.0,2001.0,21,0.9296571
1854,9.0,2001.0,24,0.93041426
1855,9.0,2001.0,25,0.9313858
1856,9.0,2001.0,26,0.93194735
1857,9.0,2001.0,27,0.9324505
1858,9.0,2001.0,28,0.9329405
1859,10.0,2001.0,1,0.93322754
1860,10.0,2001.0,2,0.9346112
1861,10.0,2001.0,3,0.93640715
1862,10.0,2001.0,4,0.93744683
1863,10.0,2001.0,5,0.93882245
1864,10.0,2001.0,8,0.9393996
1865,10.0,2001.0,9,0.9402043
1866,10.0,2001.0,10,0.9409041
1867,10.0,2001.0,11,0.9417115
1868,10.0,2001.0,12,0.9424727
1869,10.0,2001.0,15,0.9430183
1870,10.0,2001.0,16,0.9435982
1871,10.0,2001.0,17,0.9443834
1872,10.0,2001.0,18,0.9448258
1873,10.0,2001.0,19,0.9448044
1874,10.0,2001.0,22,0.945297
1875,10.0,2001.0,23,0.9457593
1876,10.0,2001.0,24,0.94539285
1877,10.0,2001.0,25,0.94326293
1878,10.0,2001.0,26,0.94314015
1879,10.0,2001.0,29,0.94284445
1880,10.0,2001.0,30,0.9413177
1881,10.0,2001.0,31,0.9413942
1882,11.0,2001.0,1,0.94143444
1883,11.0,2001.0,2,0.94212216
1884,11.0,2001.0,5,0.9426975
1885,11.0,2001.0,6,0.9433633
1886,11.0,2001.0,7,0.94398564
1887,11.0,2001.0,8,0.94448036
1888,11.0,2001.0,9,0.9448156
1889,11.0,2001.0,12,0.9447426
1890,11.0,2001.0,13,0.94561106
1891,11.0,2001.0,14,0.9469972
1892,11.0,2001.0,15,0.948
1893,11.0,2001.0,16,0.94901407
1894,11.0,2001.0,19,0.94947416
1895,11.0,2001.0,20,0.9504079
1896,11.0,2001.0,21,0.9508293
1897,11.0,2001.0,22,0.95130056
1898,11.0,2001.0,23,0.951906
1899,11.0,2001.0,26,0.9524967
1900,11.0,2001.0,27,0.9530575
1901,11.0,2001.0,28,0.9537729
1902,11.0,2001.0,29,0.9542417
1903,11.0,2001.0,30,0.9545301
1904,12.0,2001.0,3,0.9549579
1905,12.0,2001.0,4,0.9553753
1906,12.0,2001.0,5,0.9551093
1907,12.0,2001.0,6,0.95297056
1908,12.0,2001.0,7,0.9531002
1909,12.0,2001.0,10,0.953184
1910,12.0,2001.0,11,0.95178556
1911,12.0,2001.0,12,0.9518676
1912,12.0,2001.0,13,0.9520853
1913,12.0,2001.0,14,0.9530938
1914,12.0,2001.0,17,0.9540437
1915,12.0,2001.0,18,0.95509565
1916,12.0,2001.0,19,0.955885
1917,12.0,2001.0,20,0.95648235
1918,12.0,2001.0,21,0.9568604
1919,12.0,2001.0,24,0.9571637
1920,12.0,2001.0,26,0.96319854
1921,12.0,2001.0,27,0.96937686
1922,12.0,2001.0,28,0.974426
1923,12.0,2001.0,31,0.979534
1924,1.0,2002.0,2,0.9837749
1925,1.0,2002.0,3,0.9878899
1926,1.0,2002.0,4,0.9916035
1927,1.0,2002.0,7,0.99505895
1928,1.0,2002.0,8,0.99790347
1929,1.0,2002.0,9,1.0005924
1930,1.0,2002.0,10,1.0029823
1931,1.0,2002.0,11,1.0051814
1932,1.0,2002.0,14,1.0064442
1933,1.0,2002.0,15,1.0074798
1934,1.0,2002.0,16,1.0086135
1935,1.0,2002.0,17,1.0095905
1936,1.0,2002.0,18,1.0097984
1937,1.0,2002.0,21,1.0081755
1938,1.0,2002.0,22,1.0086266
1939,1.0,2002.0,23,1.0089028
1940,1.0,2002.0,24,1.0077556
1941,1.0,2002.0,25,1.0079576
1942,1.0,2002.0,28,1.0079113
1943,1.0,2002.0,29,1.0088503
1944,1.0,2002.0,30,1.00994
1945,1.0,2002.0,31,1.0106937
1946,2.0,2002.0,1,1.0113387
1947,2.0,2002.0,4,1.0122385
1948,2.0,2002.0,5,1.0125276
1949,2.0,2002.0,6,1.0129578
1950,2.0,2002.0,7,1.0094124
1951,2.0,2002.0,8,1.0068058
1952,2.0,2002.0,11,1.004291
1953,2.0,2002.0,12,1.002329
1954,2.0,2002.0,13,1.0002269
1955,2.0,2002.0,14,0.9986316
1956,2.0,2002.0,15,0.9970328
1957,2.0,2002.0,18,0.99579847
1958,2.0,2002.0,19,0.99464095
1959,2.0,2002.0,20,0.99351406
1960,2.0,2002.0,21,0.992673
1961,2.0,2002.0,22,0.99203664
1962,2.0,2002.0,25,0.9910519
1963,2.0,2002.0,26,0.99017143
1964,2.0,2002.0,27,0.98969436
1965,2.0,2002.0,28,0.98925287
1966,3.0,2002.0,1,0.9882803
1967,3.0,2002.0,4,0.9854409
1968,3.0,2002.0,5,0.98487836
1969,3.0,2002.0,6,0.98448336
1970,3.0,2002.0,7,0.98270947
1971,3.0,2002.0,8,0.9822676
1972,3.0,2002.0,11,0.9818764
1973,3.0,2002.0,12,0.9825289
1974,3.0,2002.0,13,0.9832673
1975,3.0,2002.0,14,0.98400104
1976,3.0,2002.0,15,0.9845343
1977,3.0,2002.0,18,0.9851849
1978,3.0,2002.0,19,0.9854678
1979,3.0,2002.0,20,0.9856899
1980,3.0,2002.0,21,0.98893493
1981,3.0,2002.0,22,0.9928219
1982,3.0,2002.0,25,0.9957852
1983,3.0,2002.0,26,0.9988107
1984,3.0,2002.0,27,1.0012012
1985,3.0,2002.0,28,1.0036435
1986,3.0,2002.0,29,1.0056124
1987,4.0,2002.0,1,1.0075978
1988,4.0,2002.0,2,1.0094957
1989,4.0,2002.0,3,1.0109886
1990,4.0,2002.0,4,1.0125729
1991,4.0,2002.0,5,1.0138336
1992,4.0,2002.0,8,1.0145004
1993,4.0,2002.0,9,1.0151317
1994,4.0,2002.0,10,1.0161015
1995,4.0,2002.0,11,1.0171446
1996,4.0,2002.0,12,1.0172983
1997,4.0,2002.0,15,1.0153325
1998,4.0,2002.0,16,1.0157441
1999,4.0,2002.0,17,1.0159079
2000,4.0,2002.0,18,1.0149919
2001,4.0,2002.0,19,1.0150636
2002,4.0,2002.0,22,1.0152453
2003,4.0,2002.0,23,1.0162054
2004,4.0,2002.0,24,1.0173514
2005,4.0,2002.0,25,1.0184793
2006,4.0,2002.0,26,1.0192183
2007,4.0,2002.0,29,1.0199274
2008,4.0,2002.0,30,1.0203847
2009,5.0,2002.0,1,1.0207803
2010,5.0,2002.0,2,1.0225811
2011,5.0,2002.0,3,1.0251662
2012,5.0,2002.0,6,1.0271862
2013,5.0,2002.0,7,1.0292594
2014,5.0,2002.0,8,1.0308646
2015,5.0,2002.0,9,1.0325955
2016,5.0,2002.0,10,1.0340115
2017,5.0,2002.0,13,1.0353957
2018,5.0,2002.0,14,1.0367839
2019,5.0,2002.0,15,1.0377793
2020,5.0,2002.0,16,1.0389653
2021,5.0,2002.0,17,1.0398175
2022,5.0,2002.0,20,1.0400572
2023,5.0,2002.0,21,1.0404289
2024,5.0,2002.0,22,1.0411681
2025,5.0,2002.0,23,1.0420097
2026,5.0,2002.0,24,1.041891
2027,5.0,2002.0,27,1.0397239
2028,5.0,2002.0,28,1.0400387
2029,5.0,2002.0,29,1.0403751
2030,5.0,2002.0,30,1.0392437
2031,5.0,2002.0,31,1.0392232
2032,6.0,2002.0,3,1.0395876
2033,6.0,2002.0,4,1.0407444
2034,6.0,2002.0,5,1.0420848
2035,6.0,2002.0,6,1.0433512
2036,6.0,2002.0,7,1.0441213
2037,6.0,2002.0,10,1.0450128
2038,6.0,2002.0,11,1.0454956
2039,6.0,2002.0,12,1.0461209
2040,6.0,2002.0,13,1.0502777
2041,6.0,2002.0,14,1.0551857
2042,6.0,2002.0,17,1.0591027
2043,6.0,2002.0,18,1.0631043
2044,6.0,2002.0,19,1.0664765
2045,6.0,2002.0,20,1.069754
2046,6.0,2002.0,21,1.0725564
2047,6.0,2002.0,24,1.0752201
2048,6.0,2002.0,25,1.0777081
2049,6.0,2002.0,26,1.0797657
2050,6.0,2002.0,27,1.0818758
2051,6.0,2002.0,28,1.0833863
2052,7.0,2002.0,1,1.084102
2053,7.0,2002.0,2,1.0849861
2054,7.0,2002.0,3,1.0861111
2055,7.0,2002.0,4,1.087484
2056,7.0,2002.0,5,1.0875429
2057,7.0,2002.0,8,1.0856148
2058,7.0,2002.0,9,1.086237
2059,7.0,2002.0,10,1.0866123
2060,7.0,2002.0,11,1.08576
2061,7.0,2002.0,12,1.0859263
2062,7.0,2002.0,15,1.0864904
2063,7.0,2002.0,16,1.0877091
2064,7.0,2002.0,17,1.0891845
2065,7.0,2002.0,18,1.0907121
2066,7.0,2002.0,19,1.0916122
2067,7.0,2002.0,22,1.0924635
2068,7.0,2002.0,23,1.0928626
2069,7.0,2002.0,24,1.0936528
2070,7.0,2002.0,25,1.0973276
2071,7.0,2002.0,26,1.1019449
2072,7.0,2002.0,29,1.105618
2073,7.0,2002.0,30,1.1093482
2074,7.0,2002.0,31,1.1124701
2075,8.0,2002.0,1,1.1155565
2076,8.0,2002.0,2,1.118322
2077,8.0,2002.0,5,1.1207635
2078,8.0,2002.0,6,1.1229426
2079,8.0,2002.0,7,1.1249523
2080,8.0,2002.0,8,1.126966
2081,8.0,2002.0,9,1.1282395
2082,8.0,2002.0,12,1.1285211
2083,8.0,2002.0,13,1.1290354
2084,8.0,2002.0,14,1.1298304
2085,8.0,2002.0,15,1.1307545
2086,8.0,2002.0,16,1.1304989
2087,8.0,2002.0,19,1.1283963
2088,8.0,2002.0,20,1.1287779
2089,8.0,2002.0,21,1.1290851
2090,8.0,2002.0,22,1.1281782
2091,8.0,2002.0,23,1.1282004
2092,8.0,2002.0,26,1.1285518
2093,8.0,2002.0,27,1.1297803
2094,8.0,2002.0,28,1.1314373
2095,8.0,2002.0,29,1.1327621
2096,8.0,2002.0,30,1.1336857
2097,9.0,2002.0,2,1.1347326
2098,9.0,2002.0,3,1.1350162
2099,9.0,2002.0,4,1.1357124
2100,9.0,2002.0,5,1.1330978
2101,9.0,2002.0,6,1.132037
2102,9.0,2002.0,9,1.130603
2103,9.0,2002.0,10,1.1297464
2104,9.0,2002.0,11,1.1287822
2105,9.0,2002.0,12,1.1280546
2106,9.0,2002.0,13,1.1273627
2107,9.0,2002.0,16,1.1266637
2108,9.0,2002.0,17,1.1261606
2109,9.0,2002.0,18,1.1257354
2110,9.0,2002.0,19,1.1257346
2111,9.0,2002.0,20,1.1253533
2112,9.0,2002.0,23,1.1241443
2113,9.0,2002.0,24,1.1232121
2114,9.0,2002.0,25,1.1226916
2115,9.0,2002.0,26,1.1224132
2116,9.0,2002.0,27,1.121335
2117,9.0,2002.0,30,1.1182187
2118,10.0,2002.0,1,1.1177623
2119,10.0,2002.0,2,1.1173232
2120,10.0,2002.0,3,1.1158961
2121,10.0,2002.0,4,1.1154381
2122,10.0,2002.0,7,1.1153556
2123,10.0,2002.0,8,1.11618
2124,10.0,2002.0,9,1.1173258
2125,10.0,2002.0,10,1.1184595
2126,10.0,2002.0,11,1.1190932
2127,10.0,2002.0,14,1.1197692
2128,10.0,2002.0,15,1.1195643
2129,10.0,2002.0,16,1.1198596
2130,10.0,2002.0,17,1.121358
2131,10.0,2002.0,18,1.1240952
2132,10.0,2002.0,21,1.126063
2133,10.0,2002.0,22,1.1284219
2134,10.0,2002.0,23,1.1301312
2135,10.0,2002.0,24,1.1318489
2136,10.0,2002.0,25,1.1336541
2137,10.0,2002.0,28,1.1355269
2138,10.0,2002.0,29,1.137146
2139,10.0,2002.0,30,1.1386888
2140,10.0,2002.0,31,1.1403025
2141,11.0,2002.0,1,1.1413461
2142,11.0,2002.0,4,1.1414591
2143,11.0,2002.0,5,1.1417489
2144,11.0,2002.0,6,1.1426508
2145,11.0,2002.0,7,1.1434096
2146,11.0,2002.0,8,1.1429306
2147,11.0,2002.0,11,1.140889
2148,11.0,2002.0,12,1.1410537
2149,11.0,2002.0,13,1.1413157
2150,11.0,2002.0,14,1.1404419
2151,11.0,2002.0,15,1.1404833
2152,11.0,2002.0,18,1.1406834
2153,11.0,2002.0,19,1.1420366
2154,11.0,2002.0,20,1.1433216
2155,11.0,2002.0,21,1.144491
2156,11.0,2002.0,22,1.1454175
2157,11.0,2002.0,25,1.1465713
2158,11.0,2002.0,26,1.1466212
2159,11.0,2002.0,27,1.1470265
2160,11.0,2002.0,28,1.1456131
2161,11.0,2002.0,29,1.1453543
2162,12.0,2002.0,2,1.1448455
2163,12.0,2002.0,3,1.1448206
2164,12.0,2002.0,4,1.1445559
2165,12.0,2002.0,5,1.1445073
2166,12.0,2002.0,6,1.1445471
2167,12.0,2002.0,9,1.144874
2168,12.0,2002.0,10,1.1449775
2169,12.0,2002.0,11,1.1451584
2170,12.0,2002.0,12,1.1456105
2171,12.0,2002.0,13,1.1457282
2172,12.0,2002.0,16,1.1449285
2173,12.0,2002.0,17,1.1446959
2174,12.0,2002.0,18,1.1448983
2175,12.0,2002.0,19,1.1453141
2176,12.0,2002.0,20,1.1445391
2177,12.0,2002.0,23,1.141954
2178,12.0,2002.0,24,1.1419653
2179,12.0,2002.0,26,1.1419665
2180,12.0,2002.0,27,1.1410522
2181,12.0,2002.0,30,1.1409878
2182,12.0,2002.0,31,1.1412568
2183,1.0,2003.0,2,1.1425526
2184,1.0,2003.0,3,1.1440005
2185,1.0,2003.0,6,1.1453776
2186,1.0,2003.0,7,1.1463914
2187,1.0,2003.0,8,1.1473719
2188,1.0,2003.0,9,1.1476132
2189,1.0,2003.0,10,1.1484601
2190,1.0,2003.0,13,1.154505
2191,1.0,2003.0,14,1.1614958
2192,1.0,2003.0,15,1.1674985
2193,1.0,2003.0,16,1.1731943
2194,1.0,2003.0,17,1.1780814
2195,1.0,2003.0,20,1.18271
2196,1.0,2003.0,21,1.1865662
2197,1.0,2003.0,22,1.1901197
2198,1.0,2003.0,23,1.1933423
2199,1.0,2003.0,24,1.1964345
2200,1.0,2003.0,27,1.1993384
2201,1.0,2003.0,28,1.2012005
2202,1.0,2003.0,29,1.2019916
2203,1.0,2003.0,30,1.2031474
2204,1.0,2003.0,31,1.2048252
2205,2.0,2003.0,3,1.2060778
2206,2.0,2003.0,4,1.2062474
2207,2.0,2003.0,5,1.204533
2208,2.0,2003.0,6,1.2053267
2209,2.0,2003.0,7,1.2061968
2210,2.0,2003.0,10,1.2060502
2211,2.0,2003.0,11,1.2065502
2212,2.0,2003.0,12,1.2072935
2213,2.0,2003.0,13,1.209158
2214,2.0,2003.0,14,1.2113153
2215,2.0,2003.0,17,1.2132512
2216,2.0,2003.0,18,1.2143182
2217,2.0,2003.0,19,1.2157028
2218,2.0,2003.0,20,1.2160977
2219,2.0,2003.0,21,1.2173017
2220,2.0,2003.0,24,1.2156366
2221,2.0,2003.0,25,1.2152927
2222,2.0,2003.0,26,1.214823
2223,2.0,2003.0,27,1.214834
2224,2.0,2003.0,28,1.2145185
2225,3.0,2003.0,3,1.2143958
2226,3.0,2003.0,4,1.2142838
2227,3.0,2003.0,5,1.2144128
2228,3.0,2003.0,6,1.2141918
2229,3.0,2003.0,7,1.2142881
2230,3.0,2003.0,10,1.2143749
2231,3.0,2003.0,11,1.2140919
2232,3.0,2003.0,12,1.2127016
2233,3.0,2003.0,13,1.2118773
2234,3.0,2003.0,14,1.211564
2235,3.0,2003.0,17,1.2112753
2236,3.0,2003.0,18,1.2095358
2237,3.0,2003.0,19,1.2063183
2238,3.0,2003.0,20,1.2056768
2239,3.0,2003.0,21,1.2053068
2240,3.0,2003.0,24,1.2039472
2241,3.0,2003.0,25,1.2034974
2242,3.0,2003.0,26,1.2034266
2243,3.0,2003.0,27,1.2045274
2244,3.0,2003.0,28,1.2057824
2245,3.0,2003.0,31,1.2069739
2246,4.0,2003.0,1,1.2076416
2247,4.0,2003.0,2,1.2083802
2248,4.0,2003.0,3,1.2080399
2249,4.0,2003.0,4,1.2087089
2250,4.0,2003.0,7,1.2119956
2251,4.0,2003.0,8,1.2167481
2252,4.0,2003.0,9,1.2205452
2253,4.0,2003.0,10,1.2243221
2254,4.0,2003.0,11,1.2274764
2255,4.0,2003.0,14,1.2305382
2256,4.0,2003.0,15,1.2332692
2257,4.0,2003.0,16,1.2357975
2258,4.0,2003.0,17,1.2380688
2259,4.0,2003.0,18,1.2404115
2260,4.0,2003.0,21,1.242637
2261,4.0,2003.0,22,1.2438037
2262,4.0,2003.0,23,1.2438822
2263,4.0,2003.0,24,1.2444278
2264,4.0,2003.0,25,1.2456536
2265,4.0,2003.0,28,1.2464447
2266,4.0,2003.0,29,1.2461696
2267,4.0,2003.0,30,1.2442313
2268,5.0,2003.0,1,1.2447653
2269,5.0,2003.0,2,1.2454376
2270,5.0,2003.0,5,1.2452569
2271,5.0,2003.0,6,1.2455707
2272,5.0,2003.0,7,1.2463502
2273,5.0,2003.0,8,1.2482772
2274,5.0,2003.0,9,1.2502252
2275,5.0,2003.0,12,1.252042
2276,5.0,2003.0,13,1.2530756
2277,5.0,2003.0,14,1.254409
2278,5.0,2003.0,15,1.2544775
2279,5.0,2003.0,16,1.2555751
2280,5.0,2003.0,19,1.252816
2281,5.0,2003.0,20,1.2516874
2282,5.0,2003.0,21,1.2504786
2283,5.0,2003.0,22,1.249597
2284,5.0,2003.0,23,1.2484459
2285,5.0,2003.0,26,1.2478248
2286,5.0,2003.0,27,1.2471279
2287,5.0,2003.0,28,1.2468756
2288,5.0,2003.0,29,1.2463989
2289,5.0,2003.0,30,1.2460439
2290,6.0,2003.0,2,1.2459188
2291,6.0,2003.0,3,1.2452095
2292,6.0,2003.0,4,1.243541
2293,6.0,2003.0,5,1.2427974
2294,6.0,2003.0,6,1.2426021
2295,6.0,2003.0,9,1.2422048
2296,6.0,2003.0,10,1.240883
2297,6.0,2003.0,11,1.2375162
2298,6.0,2003.0,12,1.2372454
2299,6.0,2003.0,13,1.2371268
2300,6.0,2003.0,16,1.2357934
2301,6.0,2003.0,17,1.2350276
2302,6.0,2003.0,18,1.2349693
2303,6.0,2003.0,19,1.2361523
2304,6.0,2003.0,20,1.237501
2305,6.0,2003.0,23,1.2386273
2306,6.0,2003.0,24,1.2392751
2307,6.0,2003.0,25,1.2401533
2308,6.0,2003.0,26,1.2398653
2309,6.0,2003.0,27,1.2404758
2310,6.0,2003.0,30,1.2387702
2311,7.0,2003.0,1,1.2388774
2312,7.0,2003.0,2,1.2383925
2313,7.0,2003.0,3,1.2384456
2314,7.0,2003.0,4,1.2381245
2315,7.0,2003.0,7,1.2381481
2316,7.0,2003.0,8,1.2379892
2317,7.0,2003.0,9,1.2379497
2318,7.0,2003.0,10,1.2378888
2319,7.0,2003.0,11,1.2378665
2320,7.0,2003.0,14,1.2380219
2321,7.0,2003.0,15,1.2373365
2322,7.0,2003.0,16,1.2358465
2323,7.0,2003.0,17,1.2349834
2324,7.0,2003.0,18,1.234916
2325,7.0,2003.0,21,1.234653
2326,7.0,2003.0,22,1.2336961
2327,7.0,2003.0,23,1.230693
2328,7.0,2003.0,24,1.2304094
2329,7.0,2003.0,25,1.2301185
2330,7.0,2003.0,28,1.2290456
2331,7.0,2003.0,29,1.2284802
2332,7.0,2003.0,30,1.2283064
2333,7.0,2003.0,31,1.2292194
2334,8.0,2003.0,1,1.2306491
2335,8.0,2003.0,4,1.2317978
2336,8.0,2003.0,5,1.2320817
2337,8.0,2003.0,6,1.2329527
2338,8.0,2003.0,7,1.2328713
2339,8.0,2003.0,8,1.2336161
2340,8.0,2003.0,11,1.2298121
2341,8.0,2003.0,12,1.2275616
2342,8.0,2003.0,13,1.2253015
2343,8.0,2003.0,14,1.2236273
2344,8.0,2003.0,15,1.2217791
2345,8.0,2003.0,18,1.220323
2346,8.0,2003.0,19,1.2186677
2347,8.0,2003.0,20,1.2173624
2348,8.0,2003.0,21,1.2160211
2349,8.0,2003.0,22,1.2147434
2350,8.0,2003.0,25,1.2137796
2351,8.0,2003.0,26,1.2123379
2352,8.0,2003.0,27,1.2100142
2353,8.0,2003.0,28,1.2084907
2354,8.0,2003.0,29,1.207698
2355,9.0,2003.0,1,1.2068541
2356,9.0,2003.0,2,1.2049576
2357,9.0,2003.0,3,1.2011839
2358,9.0,2003.0,4,1.2002908
2359,9.0,2003.0,5,1.1995932
2360,9.0,2003.0,8,1.1977282
2361,9.0,2003.0,9,1.196948
2362,9.0,2003.0,10,1.1963603
2363,9.0,2003.0,11,1.1967901
2364,9.0,2003.0,12,1.1979494
2365,9.0,2003.0,15,1.1988604
2366,9.0,2003.0,16,1.1990349
2367,9.0,2003.0,17,1.1995858
2368,9.0,2003.0,18,1.199477
2369,9.0,2003.0,19,1.1999913
2370,9.0,2003.0,22,1.202248
2371,9.0,2003.0,23,1.2060462
2372,9.0,2003.0,24,1.208919
2373,9.0,2003.0,25,1.2119792
2374,9.0,2003.0,26,1.2144951
2375,9.0,2003.0,29,1.2170137
2376,9.0,2003.0,30,1.2190841
2377,10.0,2003.0,1,1.2211493
2378,10.0,2003.0,2,1.2230159
2379,10.0,2003.0,3,1.2248629
2380,10.0,2003.0,6,1.2266695
2381,10.0,2003.0,7,1.2276114
2382,10.0,2003.0,8,1.2275655
2383,10.0,2003.0,9,1.2279521
2384,10.0,2003.0,10,1.2289008
2385,10.0,2003.0,13,1.229564
2386,10.0,2003.0,14,1.2292308
2387,10.0,2003.0,15,1.227188
2388,10.0,2003.0,16,1.2275774
2389,10.0,2003.0,17,1.2279768
2390,10.0,2003.0,20,1.2272958
2391,10.0,2003.0,21,1.2273682
2392,10.0,2003.0,22,1.2276754
2393,10.0,2003.0,23,1.229035
2394,10.0,2003.0,24,1.2306048
2395,10.0,2003.0,27,1.2321635
2396,10.0,2003.0,28,1.2328453
2397,10.0,2003.0,29,1.2339202
2398,10.0,2003.0,30,1.2339026
2399,10.0,2003.0,31,1.2347275
