Date,Open,High,Low,Close
20010705,0.8487,0.8494,0.8436,0.8469
20010706,0.8469,0.8482,0.8354,0.8364
20010709,0.8467,0.8516,0.8437,0.8503
20010710,0.8469,0.8518,0.8447,0.8501
20010711,0.8501,0.8571,0.8487,0.8546
20010712,0.8546,0.864,0.8533,0.8587
20010713,0.8587,0.8588,0.8504,0.8536
20010716,0.8545,0.8591,0.851,0.8521
20010717,0.8546,0.859,0.8522,0.8525
20010718,0.8525,0.8609,0.8492,0.8597
20010719,0.8597,0.8742,0.8569,0.8735
20010720,0.8735,0.8778,0.8679,0.8713
20010723,0.8706,0.872,0.865,0.8691
20010724,0.8708,0.8716,0.8655,0.8691
20010725,0.8691,0.8773,0.8687,0.8739
20010726,0.8739,0.8813,0.8717,0.8812
20010727,0.8812,0.8823,0.875,0.8776
20010730,0.8758,0.8773,0.8718,0.8748
20010731,0.8763,0.8778,0.8724,0.8743
20010801,0.8743,0.8778,0.8723,0.8762
20010802,0.8762,0.8831,0.8756,0.8813
20010803,0.8813,0.8842,0.8786,0.8836
20010806,0.883,0.8835,0.8782,0.8801
20010807,0.8835,0.8835,0.8787,0.8813
20010808,0.8813,0.8818,0.8755,0.8773
20010809,0.8773,0.8809,0.8741,0.8804
20010810,0.8804,0.8941,0.8801,0.8923
20010813,0.8939,0.9008,0.8918,0.8968
20010814,0.8936,0.9006,0.8924,0.8966
20010815,0.8966,0.9037,0.894,0.9032
20010816,0.9032,0.9153,0.902,0.914
20010817,0.914,0.9198,0.9099,0.9116
20010820,0.9169,0.9202,0.9107,0.9121
20010821,0.9179,0.9201,0.9111,0.9144
20010822,0.9144,0.9184,0.908,0.9182
20010823,0.9182,0.924,0.914,0.9145
20010824,0.9145,0.9167,0.9102,0.915
20010827,0.9124,0.9138,0.9081,0.9108
20010828,0.9135,0.9147,0.9086,0.9114
20010829,0.9114,0.9131,0.9029,0.913
20010830,0.913,0.9148,0.9085,0.9089
20010831,0.9089,0.9186,0.9058,0.9162
20010903,0.9085,0.9104,0.9055,0.9067
20010904,0.9101,0.9101,0.9058,0.9076
20010905,0.9076,0.908,0.8849,0.8888
20010906,0.8888,0.891,0.8844,0.8864
20010907,0.8864,0.897,0.8826,0.8956
20010910,0.9061,0.9079,0.8967,0.8978
20010911,0.9068,0.9079,0.8972,0.8979
20010912,0.8979,0.9147,0.8955,0.913
20010913,0.913,0.915,0.9015,0.9067
20010914,0.9067,0.9125,0.9048,0.9109
20010917,0.9234,0.9331,0.9169,0.923
20010918,0.9226,0.9331,0.9175,0.9247
20010919,0.9247,0.9284,0.9189,0.9272
20010920,0.9272,0.9327,0.9232,0.9268
20010921,0.9268,0.9291,0.923,0.9279
20010924,0.9135,0.9198,0.9101,0.9159
20010925,0.9134,0.9192,0.9107,0.9169
20010926,0.9169,0.9247,0.9148,0.923
20010927,0.923,0.9244,0.9199,0.9232
20010928,0.9232,0.9234,0.916,0.9181
20011001,0.9104,0.9176,0.9057,0.9167
20011002,0.9101,0.9178,0.9068,0.9176
20011003,0.9176,0.9197,0.9136,0.919
20011004,0.919,0.923,0.9125,0.9146
20011005,0.9146,0.9187,0.9114,0.9177
20011008,0.9186,0.9244,0.9163,0.9202
20011009,0.9192,0.924,0.9168,0.9199
20011010,0.9199,0.9225,0.9123,0.9132
20011011,0.9132,0.9156,0.91,0.9111
20011012,0.9111,0.9125,0.8992,0.9026
20011015,0.9116,0.9138,0.9059,0.9077
20011016,0.9118,0.9141,0.9065,0.909
20011017,0.909,0.9112,0.904,0.9075
20011018,0.9075,0.909,0.9011,0.9038
20011019,0.9038,0.9057,0.8996,0.9032
20011022,0.8983,0.9001,0.8891,0.8913
20011023,0.8982,0.9001,0.8897,0.8921
20011024,0.8921,0.8928,0.887,0.8904
20011025,0.8904,0.8943,0.8898,0.8942
20011026,0.8942,0.8978,0.888,0.8924
20011029,0.893,0.9058,0.892,0.9048
20011030,0.8929,0.9058,0.8923,0.9054
20011031,0.9054,0.91,0.9036,0.904
20011101,0.904,0.9079,0.8986,0.8999
20011102,0.8999,0.9118,0.8995,0.9025
20011105,0.9012,0.9013,0.894,0.8973
20011106,0.9014,0.902,0.8946,0.8978
20011107,0.8978,0.8993,0.894,0.8946
20011108,0.8946,0.9046,0.8939,0.8979
20011109,0.8979,0.8995,0.8907,0.8926
20011112,0.8942,0.9014,0.891,0.8934
20011113,0.8947,0.9014,0.8915,0.8936
20011114,0.8936,0.8941,0.8792,0.8809
20011115,0.8809,0.8842,0.8773,0.8818
20011116,0.8818,0.8851,0.8805,0.8816
20011119,0.8841,0.8851,0.876,0.8782
20011120,0.8844,0.8852,0.8767,0.8789
20011121,0.8789,0.8845,0.8778,0.8836
20011122,0.8836,0.884,0.8755,0.8785
20011123,0.8785,0.8795,0.8763,0.8776
20011126,0.8784,0.883,0.8778,0.8801
20011127,0.8781,0.8829,0.877,0.8805
20011128,0.8805,0.8837,0.8771,0.8834
20011129,0.8834,0.8919,0.8834,0.8873
20011130,0.8873,0.8981,0.8847,0.8964
20011203,0.8963,0.8967,0.8889,0.8913
20011204,0.8913,0.8921,0.8885,0.8901
20011205,0.8901,0.8938,0.8842,0.8882
20011206,0.8882,0.8952,0.8864,0.8946
20011207,0.8946,0.8952,0.8883,0.8896
20011210,0.889,0.8915,0.8841,0.8905
20011211,0.8905,0.8931,0.8883,0.8928
20011212,0.8928,0.8986,0.8921,0.8981
20011213,0.8981,0.8992,0.8918,0.8932
20011214,0.8932,0.9051,0.8921,0.9042
20011217,0.9033,0.908,0.9015,0.9021
20011218,0.9021,0.904,0.8994,0.9031
20011219,0.9031,0.9036,0.8952,0.9008
20011220,0.9008,0.9013,0.8961,0.8997
20011221,0.8997,0.9013,0.8854,0.8888
20011224,0.8888,0.8904,0.874,0.8794
20011226,0.8794,0.8823,0.8766,0.8806
20011227,0.8806,0.8869,0.8774,0.8828
20011228,0.8828,0.8845,0.8791,0.8843
20011231,0.8843,0.893,0.8825,0.893
20020102,0.893,0.9064,0.8922,0.9038
20020103,0.9038,0.9056,0.8972,0.8986
20020104,0.8986,0.8997,0.8937,0.8946
20020107,0.8946,0.8994,0.888,0.8933
20020108,0.8933,0.8936,0.8881,0.8933
20020109,0.8933,0.8952,0.8863,0.8912
20020110,0.8912,0.8938,0.89,0.891
20020111,0.891,0.8926,0.8895,0.8925
20020114,0.8925,0.895,0.8911,0.8945
20020115,0.8945,0.8945,0.882,0.8824
20020116,0.8824,0.8843,0.8803,0.8819
20020117,0.8819,0.8848,0.8792,0.881
20020118,0.881,0.8848,0.8795,0.8844
20020121,0.8844,0.8863,0.8827,0.8836
20020122,0.8836,0.8862,0.881,0.8861
20020123,0.8861,0.8888,0.8767,0.878
20020124,0.878,0.8791,0.8749,0.8781
20020125,0.8781,0.8784,0.863,0.865
20020128,0.865,0.8661,0.8571,0.8618
20020129,0.8618,0.8656,0.8591,0.8656
20020130,0.8656,0.8671,0.8598,0.8612
20020131,0.8612,0.8643,0.8575,0.8584
20020201,0.8584,0.864,0.8562,0.8613
20020204,0.8613,0.8707,0.8604,0.8703
20020205,0.8703,0.8729,0.865,0.8671
20020206,0.8671,0.8705,0.8632,0.8677
20020207,0.8677,0.8714,0.8644,0.8703
20020208,0.8703,0.8752,0.8697,0.8727
20020211,0.8727,0.8799,0.8705,0.8762
20020212,0.8762,0.8797,0.8738,0.8767
20020213,0.8767,0.8769,0.8706,0.8711
20020214,0.8711,0.8746,0.8679,0.8735
20020215,0.8735,0.8741,0.8694,0.8733
20020218,0.8731,0.8738,0.87,0.8705
20020219,0.8705,0.8781,0.8664,0.8764
20020220,0.8764,0.878,0.8685,0.8693
20020221,0.8693,0.8718,0.8679,0.87
20020222,0.87,0.8774,0.868,0.8755
20020225,0.8751,0.8755,0.8687,0.8687
20020226,0.8687,0.8719,0.8614,0.864
20020227,0.864,0.8667,0.8624,0.8654
20020228,0.8654,0.8696,0.8627,0.8694
20020301,0.8694,0.8694,0.8631,0.8651
20020304,0.8644,0.8713,0.8632,0.8691
20020305,0.8691,0.8726,0.8649,0.8716
20020306,0.8716,0.8774,0.8695,0.8763
20020307,0.8763,0.8838,0.8739,0.8812
20020308,0.8812,0.8818,0.8721,0.8745
20020311,0.8733,0.877,0.873,0.8752
20020312,0.8752,0.8762,0.8704,0.8758
20020313,0.8758,0.8783,0.8723,0.8755
20020314,0.8755,0.8843,0.8751,0.8823
20020315,0.8823,0.8868,0.8808,0.8823
20020318,0.8813,0.8829,0.8781,0.8827
20020319,0.8827,0.8841,0.8795,0.8824
20020320,0.8824,0.8857,0.8785,0.8854
20020321,0.8854,0.886,0.8805,0.8823
20020322,0.8823,0.8825,0.8749,0.8767
20020325,0.8764,0.8779,0.8753,0.8772
20020326,0.8772,0.8794,0.873,0.8767
20020327,0.8767,0.8768,0.8717,0.8721
20020328,0.8721,0.874,0.8699,0.8705
20020329,0.8705,0.8726,0.8705,0.8713
20020401,0.8714,0.8819,0.871,0.8802
20020402,0.8802,0.8813,0.8771,0.8792
20020403,0.8792,0.8828,0.8773,0.8805
20020404,0.8805,0.8855,0.8763,0.8781
20020405,0.8781,0.8812,0.877,0.8787
20020408,0.879,0.8791,0.8734,0.8744
20020409,0.8744,0.8808,0.8735,0.8805
20020410,0.8805,0.8823,0.8786,0.8799
20020411,0.8799,0.8844,0.8789,0.8827
20020412,0.8827,0.8827,0.8772,0.8798
20020415,0.8791,0.882,0.8786,0.8792
20020416,0.8792,0.8837,0.8789,0.8826
20020417,0.8826,0.8906,0.8815,0.8901
20020418,0.8901,0.892,0.8853,0.8907
20020419,0.8907,0.8921,0.8876,0.8908
20020422,0.8901,0.8906,0.8866,0.8891
20020423,0.8891,0.8899,0.8859,0.8887
20020424,0.8887,0.8929,0.8872,0.8928
20020425,0.8928,0.8989,0.8914,0.8976
20020426,0.8976,0.9019,0.8958,0.9013
20020429,0.9012,0.9042,0.9007,0.9035
20020430,0.9035,0.9039,0.8989,0.9001
20020501,0.9001,0.9084,0.8994,0.9059
20020502,0.9059,0.9075,0.9009,0.903
20020503,0.903,0.9172,0.9023,0.9159
20020506,0.9157,0.9183,0.9134,0.9179
20020507,0.9179,0.9187,0.9112,0.9151
20020508,0.9151,0.9151,0.9035,0.904
20020509,0.904,0.9111,0.9037,0.909
20020510,0.909,0.9147,0.9084,0.9135
20020513,0.9135,0.9165,0.9095,0.9112
20020514,0.9112,0.9122,0.901,0.9026
20020515,0.9026,0.9124,0.8994,0.9124
20020516,0.9124,0.9141,0.9085,0.9117
20020517,0.9117,0.9218,0.9106,0.9205
20020520,0.9198,0.9228,0.9178,0.9208
20020521,0.9208,0.9219,0.916,0.9196
20020522,0.9196,0.9276,0.918,0.9254
20020523,0.9254,0.9267,0.9179,0.9211
20020524,0.9211,0.9228,0.9164,0.9207
20020527,0.9207,0.9219,0.9181,0.9207
20020528,0.9207,0.9304,0.9198,0.9285
20020529,0.9285,0.9367,0.927,0.9353
20020530,0.9353,0.9411,0.9344,0.9365
20020531,0.9365,0.9399,0.928,0.9328
20020603,0.9327,0.9411,0.9302,0.9406
20020604,0.9406,0.945,0.9389,0.939
20020605,0.939,0.9413,0.9351,0.9391
20020606,0.9391,0.9477,0.9336,0.9474
20020607,0.9474,0.9487,0.9427,0.9441
20020610,0.9438,0.9482,0.9385,0.9443
20020611,0.9443,0.9492,0.9403,0.948
20020612,0.948,0.9503,0.9428,0.9436
20020613,0.9436,0.9472,0.9393,0.9434
20020614,0.9434,0.9521,0.9413,0.9456
20020617,0.9456,0.9467,0.941,0.9441
20020618,0.9441,0.9519,0.9434,0.9518
20020619,0.9518,0.9579,0.9514,0.9571
20020620,0.9571,0.9666,0.9555,0.965
20020621,0.965,0.9716,0.9629,0.9715
20020624,0.9715,0.9814,0.9676,0.9698
20020625,0.9698,0.9795,0.9658,0.9793
20020626,0.9793,0.9944,0.9785,0.9804
20020627,0.9804,0.9898,0.9804,0.9884
20020628,0.9884,0.9989,0.9835,0.9906
20020701,0.9906,0.9971,0.9859,0.9911
20020702,0.9911,0.9918,0.9794,0.9863
20020703,0.9863,0.9863,0.9764,0.9804
20020704,0.9804,0.9817,0.9745,0.9794
20020705,0.9794,0.9795,0.9713,0.9729
20020708,0.9729,0.9904,0.9724,0.9903
20020709,0.9903,0.9949,0.9871,0.9933
20020710,0.9933,0.9967,0.9859,0.9883
20020711,0.9883,0.9937,0.9833,0.9889
20020712,0.9889,0.9921,0.985,0.991
20020715,0.991,1.0087,0.9907,1.0033
20020716,1.0033,1.0145,1.0023,1.0115
20020717,1.0115,1.0159,1.0031,1.0069
20020718,1.0069,1.0113,1.004,1.011
20020719,1.011,1.0204,1.0102,1.0145
20020722,1.0144,1.016,1.0053,1.0083
20020723,1.0083,1.0086,0.9843,0.9885
20020724,0.9885,0.9979,0.9871,0.995
20020725,0.995,1.0046,0.9937,1.0043
20020726,1.0043,1.0065,0.9858,0.9869
20020729,0.9869,0.9886,0.9769,0.9806
20020730,0.9806,0.9888,0.9775,0.9832
20020731,0.9832,0.9852,0.9758,0.9773
20020801,0.9773,0.9855,0.9722,0.9843
20020802,0.9843,0.9916,0.9835,0.9864
20020805,0.9864,0.9876,0.9797,0.9799
20020806,0.9799,0.9806,0.9621,0.966
20020807,0.966,0.9761,0.964,0.9747
20020808,0.9747,0.9772,0.964,0.9669
20020809,0.9669,0.9737,0.9652,0.9698
20020812,0.9698,0.9798,0.9692,0.9786
20020813,0.9786,0.9837,0.9752,0.9837
20020814,0.9837,0.9891,0.9779,0.9795
20020815,0.9795,0.9845,0.9744,0.982
20020816,0.982,0.9864,0.9782,0.9844
20020819,0.9844,0.987,0.9748,0.976
20020820,0.976,0.9806,0.9728,0.9788
20020821,0.9788,0.9845,0.9751,0.9804
20020822,0.9804,0.9811,0.9673,0.9688
20020823,0.9688,0.973,0.9662,0.9724
20020826,0.9724,0.9737,0.9684,0.9715
20020827,0.9715,0.9836,0.97,0.9831
20020828,0.9831,0.9833,0.9788,0.9792
20020829,0.9792,0.9884,0.9775,0.9847
20020830,0.9847,0.9861,0.9794,0.9824
20020902,0.9824,0.9852,0.9796,0.9833
20020903,0.9833,0.9972,0.983,0.9967
20020904,0.9967,0.9975,0.9903,0.9924
20020905,0.9924,0.9989,0.988,0.9914
20020906,0.9914,0.9951,0.9803,0.9818
20020909,0.9818,0.9826,0.9778,0.9792
20020910,0.9792,0.9836,0.9721,0.9753
20020911,0.9753,0.9769,0.97,0.9758
20020912,0.9758,0.9837,0.9737,0.9816
20020913,0.9816,0.9837,0.9704,0.9716
20020916,0.9716,0.9726,0.9663,0.9691
20020917,0.9691,0.9746,0.9607,0.9742
20020918,0.9742,0.9793,0.9684,0.9777
20020919,0.9777,0.987,0.9762,0.9863
20020920,0.9863,0.9873,0.9782,0.9814
20020923,0.9814,0.9856,0.9749,0.9779
20020924,0.9779,0.9834,0.9754,0.9812
20020925,0.9812,0.9852,0.9755,0.9761
20020926,0.9761,0.9808,0.9726,0.9764
20020927,0.9764,0.9808,0.9741,0.9806
20020930,0.9806,0.9897,0.9803,0.9872
20021001,0.9872,0.9891,0.9823,0.9827
20021002,0.9827,0.987,0.9808,0.9867
20021003,0.9867,0.9909,0.9855,0.9877
20021004,0.9877,0.9883,0.9779,0.9789
20021007,0.9789,0.9838,0.9777,0.9832
20021008,0.9832,0.9841,0.9758,0.9786
20021009,0.9786,0.9911,0.9777,0.9893
20021010,0.9893,0.9925,0.9845,0.986
20021011,0.986,0.9877,0.9832,0.9864
20021014,0.9864,0.9891,0.9851,0.9868
20021015,0.9868,0.9885,0.9787,0.9814
20021016,0.9814,0.9834,0.9799,0.9813
20021017,0.9813,0.9813,0.9695,0.9705
20021018,0.9705,0.9741,0.9694,0.9717
20021021,0.9717,0.9761,0.9684,0.9732
20021022,0.9732,0.9801,0.9717,0.9773
20021023,0.9773,0.9793,0.9746,0.9762
20021024,0.9762,0.9784,0.9723,0.9778
20021025,0.9778,0.9793,0.9755,0.9762
20021028,0.9762,0.9846,0.9726,0.9845
20021029,0.9845,0.9867,0.9806,0.9829
20021030,0.9829,0.9852,0.9814,0.9834
20021031,0.9834,0.9907,0.9832,0.9902
20021101,0.9902,0.9966,0.9888,0.9965
20021104,0.9965,0.9978,0.9931,0.9977
20021105,0.9977,1.0041,0.997,0.9997
20021106,0.9997,1.0047,0.9939,1.0032
20021107,1.0032,1.0095,0.9986,1.0091
20021108,1.0091,1.0146,1.0073,1.0128
20021111,1.0128,1.0169,1.009,1.0103
20021112,1.0103,1.0134,1.0065,1.0125
20021113,1.0125,1.0127,1.0044,1.0081
20021114,1.0081,1.0099,1.0029,1.004
20021115,1.004,1.0093,1.0011,1.0092
20021118,1.0092,1.0119,1.006,1.0089
20021119,1.0089,1.0141,1.0005,1.0037
20021120,1.0037,1.0042,0.9988,1.0017
20021121,1.0017,1.0039,0.9977,1.0017
20021122,1.0017,1.0033,0.9959,0.9969
20021125,0.9969,0.9969,0.9892,0.9921
20021126,0.9921,0.9937,0.9894,0.9933
20021127,0.9933,0.9938,0.9878,0.9903
20021128,0.9903,0.9937,0.989,0.993
20021129,0.993,0.9958,0.9918,0.9943
20021202,0.9943,0.9981,0.9858,0.9972
20021203,0.9972,1.0001,0.9949,0.9963
20021204,0.9963,1.0029,0.996,1.0005
20021205,1.0005,1.0024,0.9969,1.0006
20021206,1.0006,1.0124,0.9999,1.0094
20021209,1.0094,1.0116,1.0065,1.0103
20021210,1.0103,1.0139,1.007,1.0076
20021211,1.0076,1.01,1.0059,1.0081
20021212,1.0081,1.0194,1.0073,1.0181
20021213,1.0181,1.0258,1.017,1.0226
20021216,1.0232,1.0247,1.0191,1.0227
20021217,1.0227,1.0333,1.0207,1.0282
20021218,1.0282,1.0284,1.0223,1.0266
20021219,1.0266,1.0288,1.0204,1.0272
20021220,1.0272,1.0274,1.024,1.0267
20021223,1.0267,1.0317,1.0213,1.026
20021224,1.026,1.0322,1.0253,1.0299
20021226,1.0299,1.0376,1.0299,1.0375
20021227,1.0375,1.0441,1.0358,1.0436
20021230,1.0436,1.0491,1.0407,1.0489
20021231,1.0489,1.0502,1.0452,1.0499
20030102,1.0499,1.0499,1.0333,1.0356
20030103,1.0356,1.0436,1.0339,1.0415
20030106,1.0415,1.0494,1.0414,1.0461
20030107,1.0461,1.0465,1.0395,1.041
20030108,1.041,1.0533,1.0359,1.0495
20030109,1.0495,1.0538,1.0458,1.0486
20030110,1.0486,1.0583,1.0471,1.0576
20030113,1.0576,1.0582,1.0523,1.0536
20030114,1.0536,1.0597,1.0533,1.0552
20030115,1.0552,1.059,1.0502,1.056
20030116,1.056,1.0626,1.0544,1.0618
20030117,1.0618,1.0677,1.0599,1.0664
20030120,1.0664,1.0689,1.0629,1.0675
20030121,1.0675,1.0733,1.063,1.0727
20030122,1.0727,1.0737,1.0683,1.0732
20030123,1.0732,1.0776,1.0703,1.0741
20030124,1.0741,1.0847,1.0738,1.0827
20030127,1.0827,1.0905,1.0779,1.0846
20030128,1.0846,1.0854,1.0781,1.0797
20030129,1.0797,1.0897,1.0797,1.0841
20030130,1.0841,1.0844,1.073,1.0817
20030131,1.0817,1.0833,1.072,1.0763
20030203,1.0763,1.0792,1.0691,1.0786
20030204,1.0786,1.0905,1.0768,1.0887
20030205,1.0887,1.0936,1.0735,1.0777
20030206,1.0777,1.0863,1.0765,1.0825
20030207,1.0825,1.0837,1.0731,1.0826
20030210,1.0826,1.0827,1.0724,1.0725
20030211,1.0725,1.0761,1.0664,1.0734
20030212,1.0734,1.0769,1.0699,1.0707
20030213,1.0707,1.0857,1.0703,1.0827
20030214,1.0827,1.0849,1.0761,1.0791
20030217,1.0791,1.0791,1.067,1.0709
20030218,1.0709,1.0756,1.0676,1.0688
20030219,1.0688,1.0764,1.0664,1.0746
20030220,1.0746,1.0833,1.074,1.0824
20030221,1.0824,1.0845,1.0747,1.0763
20030224,1.0763,1.0804,1.0704,1.0797
20030225,1.0797,1.0821,1.074,1.0762
20030226,1.0762,1.0809,1.0726,1.078
20030227,1.078,1.0837,1.0734,1.0739
20030228,1.0739,1.0807,1.0732,1.0798
20030303,1.0798,1.0899,1.0798,1.089
20030304,1.089,1.0935,1.0873,1.0885
20030305,1.0885,1.1001,1.0885,1.096
20030306,1.096,1.1009,1.0923,1.0972
20030307,1.0972,1.1064,1.0964,1.1003
20030310,1.1003,1.1066,1.1001,1.1057
20030311,1.1057,1.1083,1.1002,1.1041
20030312,1.1041,1.1059,1.0982,1.0994
20030313,1.0994,1.0994,1.0775,1.0777
20030314,1.0777,1.0819,1.0688,1.074
20030317,1.074,1.0843,1.0586,1.0621
20030318,1.0621,1.0652,1.054,1.0632
20030319,1.0632,1.0654,1.0551,1.0561
20030320,1.0561,1.0671,1.0525,1.061
20030321,1.061,1.062,1.0499,1.0522
20030324,1.0522,1.0673,1.0522,1.0638
20030325,1.0638,1.0719,1.063,1.0654
20030326,1.0654,1.0702,1.0619,1.0694
20030327,1.0694,1.0742,1.0674,1.0696
20030328,1.0696,1.0799,1.0667,1.0779
20030331,1.0779,1.093,1.0775,1.0913
20030401,1.0913,1.0922,1.0862,1.0918
20030402,1.0918,1.0957,1.0749,1.0767
20030403,1.0767,1.079,1.0682,1.0757
20030404,1.0757,1.0767,1.068,1.0729
20030407,1.0729,1.0729,1.0558,1.0692
20030408,1.0692,1.0721,1.064,1.0705
20030409,1.0705,1.0781,1.0673,1.0771
20030410,1.0771,1.0829,1.0758,1.0787
20030411,1.0787,1.0798,1.0691,1.0751
20030414,1.0751,1.081,1.0714,1.077
20030415,1.077,1.0819,1.0735,1.0796
20030416,1.0796,1.0918,1.078,1.0912
20030417,1.0912,1.0975,1.0864,1.0874
20030418,1.0874,1.0896,1.0869,1.088
20030421,1.088,1.0906,1.082,1.0867
20030422,1.0867,1.1002,1.0846,1.0966
20030423,1.0966,1.0983,1.0921,1.0972
20030424,1.0972,1.1046,1.0942,1.103
20030425,1.103,1.1048,1.0959,1.1034
20030428,1.1034,1.1076,1.0973,1.0982
20030429,1.0982,1.1083,1.0932,1.108
20030430,1.108,1.1186,1.106,1.1171
20030501,1.1171,1.1285,1.1153,1.1235
20030502,1.1235,1.1271,1.1186,1.1227
20030505,1.1227,1.1304,1.1202,1.1288
20030506,1.1288,1.1452,1.1273,1.1425
20030507,1.1425,1.1444,1.1327,1.1354
20030508,1.1354,1.1505,1.1307,1.1496
20030509,1.1496,1.1535,1.1437,1.1491
20030512,1.1491,1.1622,1.1491,1.1558
20030513,1.1558,1.1571,1.1459,1.1526
20030514,1.1526,1.1536,1.1467,1.149
20030515,1.149,1.1492,1.1372,1.1381
20030516,1.1381,1.1578,1.1368,1.1572
20030519,1.1572,1.1738,1.1572,1.1649
20030520,1.1649,1.1715,1.1603,1.1705
20030521,1.1705,1.1743,1.1634,1.1634
20030522,1.1634,1.173,1.1619,1.1699
20030523,1.1699,1.1836,1.1664,1.1827
20030526,1.1827,1.1874,1.1798,1.187
20030527,1.187,1.1933,1.1809,1.1811
20030528,1.1811,1.1845,1.1702,1.1762
20030529,1.1762,1.1906,1.169,1.1905
20030530,1.1905,1.1916,1.174,1.1766
20030602,1.1766,1.1774,1.1648,1.1751
20030603,1.1751,1.1781,1.1685,1.1731
20030604,1.1731,1.1747,1.1631,1.1639
20030605,1.1639,1.1887,1.1629,1.1834
20030606,1.1834,1.1879,1.1683,1.1699
20030609,1.1699,1.1788,1.1653,1.171
20030610,1.171,1.174,1.1668,1.167
20030611,1.167,1.178,1.1658,1.1753
20030612,1.1753,1.1805,1.1704,1.1771
20030613,1.1771,1.1876,1.1736,1.1862
20030616,1.1862,1.1929,1.1817,1.1822
20030617,1.1822,1.1866,1.1766,1.178
20030618,1.178,1.1802,1.1663,1.1689
20030619,1.1689,1.1743,1.158,1.1722
20030620,1.1722,1.1733,1.1549,1.1604
20030623,1.1604,1.1611,1.1504,1.1552
20030624,1.1552,1.1581,1.1474,1.1508
20030625,1.1508,1.1621,1.149,1.1539
20030626,1.1539,1.1543,1.1414,1.142
20030627,1.142,1.1466,1.1398,1.1426
20030630,1.1426,1.1517,1.1398,1.1503
20030701,1.1503,1.1608,1.1502,1.156
20030702,1.156,1.1566,1.1504,1.1537
20030703,1.1537,1.154,1.143,1.1494
20030704,1.1494,1.1501,1.1445,1.1486
20030707,1.1486,1.1487,1.131,1.1315
20030708,1.1315,1.1352,1.1257,1.1316
20030709,1.1316,1.1365,1.1305,1.1344
20030710,1.1344,1.1391,1.1311,1.1377
20030711,1.1377,1.1384,1.1274,1.1296
20030714,1.1296,1.1308,1.1238,1.127
20030715,1.127,1.1336,1.1154,1.1175
20030716,1.1175,1.1231,1.1109,1.1213
20030717,1.1213,1.1248,1.1152,1.1203
20030718,1.1203,1.1304,1.117,1.1273
20030721,1.1273,1.1356,1.1241,1.1351
20030722,1.1351,1.1372,1.1306,1.1323
20030723,1.1323,1.1488,1.1314,1.1483
20030724,1.1483,1.151,1.1422,1.1474
20030725,1.1474,1.1548,1.1439,1.1508
20030728,1.1508,1.1517,1.1452,1.1492
20030729,1.1492,1.1539,1.1431,1.1438
20030730,1.1438,1.145,1.1334,1.1341
20030731,1.1341,1.1372,1.1224,1.1229
20030801,1.1229,1.1272,1.1133,1.126
20030804,1.126,1.1374,1.1258,1.1358
20030805,1.1358,1.1398,1.1305,1.1385
20030806,1.1385,1.1425,1.1324,1.1331
20030807,1.1331,1.1415,1.1319,1.137
20030808,1.137,1.1382,1.1285,1.13
20030811,1.13,1.1379,1.1264,1.1356
20030812,1.1356,1.1371,1.1275,1.1282
20030813,1.1282,1.1334,1.1217,1.1321
20030814,1.1321,1.1338,1.1224,1.1244
20030815,1.1244,1.1287,1.124,1.1255
20030818,1.1255,1.1267,1.1124,1.1145
20030819,1.1145,1.115,1.1054,1.1136
20030820,1.1136,1.1145,1.1079,1.1116
20030821,1.1116,1.112,1.0881,1.092
20030822,1.092,1.0945,1.0834,1.0889
20030825,1.0889,1.0917,1.0825,1.0872
20030826,1.0872,1.0908,1.0788,1.0853
20030827,1.0853,1.093,1.0831,1.0885
20030828,1.0885,1.0912,1.0809,1.0882
20030829,1.0882,1.0997,1.087,1.0988
20030901,1.0988,1.1016,1.0952,1.0967
20030902,1.0967,1.0969,1.0804,1.0807
20030903,1.0807,1.0872,1.076,1.0845
20030904,1.0845,1.0947,1.0807,1.0944
20030905,1.0944,1.1111,1.0914,1.1105
20030908,1.1105,1.1127,1.1045,1.1065
20030909,1.1065,1.1239,1.1055,1.1223
20030910,1.1223,1.1236,1.1161,1.1209
20030911,1.1209,1.1271,1.1152,1.1208
20030912,1.1208,1.1323,1.1134,1.1286
20030915,1.1286,1.1307,1.1244,1.1282
20030916,1.1282,1.1317,1.1153,1.1175
20030917,1.1175,1.1299,1.1136,1.1283
20030918,1.1283,1.1342,1.1225,1.1253
20030919,1.1253,1.1381,1.1236,1.1359
20030922,1.1359,1.1504,1.1359,1.1459
20030923,1.1459,1.1528,1.1436,1.1441
20030924,1.1441,1.1502,1.1425,1.1494
20030925,1.1494,1.1534,1.1456,1.149
20030926,1.149,1.1498,1.1436,1.1477
20030929,1.1477,1.16,1.1394,1.1595
20030930,1.1595,1.1735,1.157,1.1654
20031001,1.1654,1.1728,1.1641,1.1715
20031002,1.1715,1.1766,1.166,1.1692
20031003,1.1692,1.172,1.1551,1.1568
20031006,1.1568,1.1722,1.1532,1.1707
20031007,1.1707,1.1811,1.1699,1.1759
20031008,1.1759,1.1837,1.1758,1.1809
20031009,1.1809,1.1857,1.1684,1.1747
20031010,1.1747,1.1848,1.1701,1.1801
20031013,1.1801,1.1813,1.165,1.1703
20031014,1.1703,1.1765,1.1581,1.172
20031015,1.172,1.1745,1.159,1.1634
20031016,1.1634,1.1694,1.1565,1.1584
20031017,1.1584,1.1682,1.1544,1.1672
